"VICTIM_RECORD_NUM","INCIDENT_DATE","FINGERPRINT_ID","FIRST_NAME","LAST_NAME","BIRTH_DATE","GENDER","INJURY_DESCR","CASE_NUM"
26832,29-JUL-13 20:50,35465226,"ANTWAN","RYCRAW",27-DEC-89 00:00,"M","MULTIPLE GSWS",601357
22900,27-NOV-13 14:47,34937538,"JEMARIS","CORTEZ",10-JAN-93 00:00,"M","GSW TO BUTTOCKS",620554
18272,26-MAY-14 19:09,34765626,"MATTHEW","MANAOIS",06-NOV-88 00:00,"M","GSW TO FOOT",420979
30056,05-MAY-13 19:26,34831470,"OTHA","MONOHAN",02-NOV-89 00:00,"M","2 GSW'S TO THE TORSO",523531
11292,08-DEC-14 17:10,35835498,"CARLOS","GRASSO",05-JUN-98 00:00,"M","MULTIPLE GSWS",503357
26092,13-AUG-13 15:23,34777800,"RAFAEL","AUTRY",14-OCT-59 00:00,"M","GSW TO KNEE",421146
10184,17-JAN-15 18:58,35401659,"JEROME","SKILLRUD",07-DEC-96 00:00,"M","GSW TO NECK",508924
11140,13-DEC-14 06:37,34790937,"NEAL","BROWN",14-OCT-78 00:00,"M","GSW TO ANKLE ",331546
37484,27-AUG-12 20:42,34899318,"RONALD","MAGEE",10-MAY-93 00:00,"M","MULTIPLE GSWS",329478
37652,24-AUG-12 22:01,35361708,"DAVID","SHALEE",16-FEB-93 00:00,"M","GSW TO BACK",357615
6688,24-MAY-15 00:27,33774534,"DEANTHONY","DWIGHT",27-AUG-91 00:00,"M","GSW TO LEG",510473
15184,10-AUG-14 20:30,35647677,"CORNELIO","RUDOLPH",23-OCT-97 00:00,"M","GSW TO HEAD",447489
27416,13-JUL-13 23:55,35647677,"CORNELIO","RUDOLPH",23-OCT-97 00:00,"M","GSW TO LEG",602536
28656,16-JUN-13 00:31,33674205,"JOSHUA","BAILEY",27-OCT-94 00:00,"M","FATAL GSW HEAD CHEST",326416
17524,14-JUN-14 02:22,34934838,"MOHAMMAD","RILEY",09-NOV-92 00:00,"M","GSW TO SHOULDER",633714
9044,16-MAR-15 09:52,33726504,"DANGELO","COLLINS",28-MAY-91 00:00,"M","MULTIPLE GSWS",528244
15400,06-AUG-14 17:20,33726504,"DANGELO","COLLINS",28-MAY-91 00:00,"M","GSW TO SHOULDER",607465
12152,01-NOV-14 21:08,34055793,"TERRY","FOSTER",27-AUG-95 00:00,"M","GSW SIDE",484175
10288,11-JAN-15 18:42,34650669,"HECTOR","TAYLOR",25-JUL-89 00:00,"M","MULT GSWS",416874
34272,19-NOV-12 20:24,33900897,"JULIAN","KELLY",05-APR-80 00:00,"M","MULT GSWS",336603
37284,31-AUG-12 23:00,33386373,"ANDRADE","SMITH",02-JUN-86 00:00,"M","MULT GSWS",476109
5872,15-JUN-15 03:37,33386373,"ANDRADE","SMITH",02-JUN-86 00:00,"M","GSW TO BUTTOCKS",556891
39296,23-JUL-12 03:53,33386373,"ANDRADE","SMITH",02-JUN-86 00:00,"M","GSW TO ARM",567538
11916,10-NOV-14 17:13,35516658,"OMARION","SHAW",14-SEP-96 00:00,"M","GSW TO BUTTOCKS",427363
13156,03-OCT-14 23:10,35516658,"OMARION","SHAW",14-SEP-96 00:00,"M","GSW TO LEG",596051
22824,02-DEC-13 10:38,33916026,"SEAN","THOMAS",15-OCT-93 00:00,"M","MULTIPLE FATAL GSWS ",349662
24652,19-SEP-13 22:14,36023958,"SOLOMON","WRIGHT",18-JUN-80 00:00,"M","GSW TO LEG",355003
5880,15-JUN-15 00:21,35473152,"KEVIN","NASSR",26-DEC-96 00:00,"M","GSW TO BACK",364240
10788,21-DEC-14 12:10,35473152,"KEVIN","NASSR",26-DEC-96 00:00,"M","GSW TO LEG",473132
31256,19-MAR-13 21:46,33821907,"JAVIER","WILLIAMS",20-OCT-87 00:00,"M","GSW TO THE SHOULDER",509607
19204,03-MAY-14 12:38,34367724,"DANIEL","WITKOWSKI",22-NOV-82 00:00,"M","MULT GSWS",549830
30844,07-APR-13 16:27,35081178,"DERRICK","RODRIGUEZ",15-MAY-98 00:00,"M","MULTIPLE GSWS",351396
8348,08-APR-15 02:53,35559687,"BRANDON","OROSCO",15-MAY-90 00:00,"M","GSW TO ARMPIT",552725
29788,15-MAY-13 00:35,34069971,"LARRY","MATTHEWS",04-JAN-91 00:00,"M","FATAL MULT GSWS",504119
5956,12-JUN-15 21:02,35003280,"GERALD","PETERS",07-OCT-88 00:00,"M","GSW TO FOOT",465222
20732,17-MAR-14 18:56,35003280,"GERALD","PETERS",07-OCT-88 00:00,"M","2 GSW TO THE NECK",599057
30964,31-MAR-13 21:33,34109265,"CHRISTOPHER","HOFFMAN",27-AUG-86 00:00,"M","MULTIPLE GSWS",615988
20820,12-MAR-14 03:56,33897198,"MICHAEL","MUNOZ",20-MAR-81 00:00,"M","GSW ABDOMEN",320528
16732,04-JUL-14 21:50,34136829,"REGINA","RIVERA",01-AUG-84 00:00,"M","GSW TO THIGH",383367
25104,07-SEP-13 02:20,35326353,"ANDRE","JOHNSON",11-FEB-91 00:00,"M","GSW TO RIGHT SIDE OF CHEST AND LEFT BUTTOCKS",512137
39328,22-JUL-12 21:12,33929205,"JAQUAN","HARGROVE",15-AUG-87 00:00,"M","GSW TO LEG",367601
37368,30-AUG-12 00:50,35706762,"DEMARIO","BEKAVAC",08-JUL-93 00:00,"M","GSW TO HEAD",409337
24960,09-SEP-13 15:46,33487470,"TARHAUN","JONES",31-OCT-94 00:00,"M","MULT GSWS",376499
18376,24-MAY-14 19:36,33487470,"TARHAUN","JONES",31-OCT-94 00:00,"M","GSW TO BACK",536401
16804,02-JUL-14 12:30,34784034,"LUIS","BETTS",18-JAN-91 00:00,"M","GSW TO ARM",325530
16420,08-JUL-14 22:11,34784034,"LUIS","BETTS",18-JAN-91 00:00,"M","MULTIPLE GSWS",406125
25276,02-SEP-13 17:05,34784034,"LUIS","BETTS",18-JAN-91 00:00,"M","GSW TO THE WRIST",478995
27012,25-JUL-13 01:32,35097909,"JAMES","DYE",25-SEP-75 00:00,"M","GSW TO LEG",638605
19464,26-APR-14 01:55,35547276,"JAMAL","ALEXENDER",08-JAN-92 00:00,"M","GSW TO SHOULDER",368188
29552,21-MAY-13 22:43,34568553,"TORONEY","RIBAR",27-JUL-83 00:00,"M","GSW TO LEG",514249
39224,24-JUL-12 01:20,33632511,"CAMERON","RENOLDS",03-JUN-81 00:00,"M","GSW TO ARM",380588
32660,07-JAN-13 19:51,34421415,"KEITH","JACKSON",26-APR-81 00:00,"M","GSW TO LOWER LEFT LEG",523749
7188,12-MAY-15 19:22,35471547,"DONNIE","RIVERA",23-DEC-83 00:00,"M","MULT GSW",640973
36104,01-OCT-12 19:33,35935125,"RICKY","HANPTON",15-JUN-92 00:00,"M","GSW TO HIP",326205
35796,13-OCT-12 00:05,34845672,"ARMAN","COUSINS",24-SEP-88 00:00,"M","GSW TO THE LEG. ",440542
22924,25-NOV-13 23:21,34033602,"DAVID","HAYES",22-FEB-97 00:00,"M","GSW TO THE CHEST",356175
24680,19-SEP-13 19:24,34152018,"ORLANDO","MCRAITH",22-AUG-76 00:00,"M","MULTIPLE GSWS ",493959
34112,25-NOV-12 00:10,34763007,"AL","GONZALEZ",16-NOV-86 00:00,"M","GSW TO THE LEG. ",518106
35276,22-OCT-12 00:30,34520970,"LEKIETH","HARRIS",13-DEC-82 00:00,"M","GSW TO LEG",548079
9008,16-MAR-15 23:17,34992129,"JAMES","LARRACAS",28-OCT-72 00:00,"M","GSW TO ABDOMEN",337072
40492,01-JUL-12 10:23,34422498,"ALVARO","HAYWOOD",07-NOV-74 00:00,"M","GSW TO ARM",373919
6164,07-JUN-15 00:06,34935693,"RONNY","MOHAMMED",15-JAN-80 00:00,"M","GSW TO LEG",598304
12824,12-OCT-14 10:05,35268606,"ROMERIO","NORMAN",25-OCT-97 00:00,"M","GSW TO EAR",536483
35988,06-OCT-12 13:39,33908298,"ANDRE","COLEMAN",28-AUG-86 00:00,"M","GSW HIP AND GROIN",564411
11728,19-NOV-14 18:20,33403293,"IVAN","CERVANTES",29-NOV-86 00:00,"M","MULT GSWS",373056
31860,10-FEB-13 20:30,33695139,"MARCUS","JACKSON",29-MAR-92 00:00,"M","GSW TO BACK",486768
12008,08-NOV-14 01:40,35172882,"ANTHONY","AEDELEAN",29-MAR-89 00:00,"M","BUTTOCK",562381
24556,21-SEP-13 17:20,33848310,"ALEJANDRO","HUGHES ",06-JAN-92 00:00,"M","GSW TO LEG",492506
33944,29-NOV-12 20:20,33949029,"MONTAE","RUFUS",12-JUN-95 00:00,"M","GSW TO LEG",369438
12984,07-OCT-14 12:15,35985714,"DERRICK","FISHER",11-NOV-92 00:00,"M","GSW TO MOUTH",371861
33828,01-DEC-12 13:45,33888237,"DEJUAN","HUERTA",18-OCT-84 00:00,"M","GSW TO BOTTOM OF LEFT FOOT",338890
12688,17-OCT-14 23:45,34254966,"MARIO","ADAMS",12-NOV-96 00:00,"M","GSW TO LEG",515961
25452,29-AUG-13 12:22,33824910,"MARIO","SLAUGHTER",29-JUN-89 00:00,"M","MULT GSWS",372164
27764,04-JUL-13 21:38,35709069,"ALONZO","HUGHES",28-DEC-81 00:00,"M","GSW TO CHEST",450699
13844,18-SEP-14 23:20,33845289,"LEO","WHITE",30-JUN-95 00:00,"M","GSW TO ARM",457430
14940,17-AUG-14 01:57,35123967,"QUENAIS","FALCON",08-MAR-94 00:00,"M","GSW LEFT SIDE OF BODY",390426
16240,13-JUL-14 21:13,35955177,"GABRIEL","WILLIAMS",22-APR-88 00:00,"M","GSW TO LEG",531092
7616,29-APR-15 23:26,35955177,"GABRIEL","WILLIAMS",22-APR-88 00:00,"M","GSW TO ARM",580514
29292,31-MAY-13 00:01,35198013,"JONATHAN","DZIOBAS",12-MAR-95 00:00,"M","GSW TO BACK",506045
38892,31-JUL-12 23:10,33720480,"JAMES","TAVAREZ",08-MAY-80 00:00,"M","FATAL MULT GSWS",624639
11040,15-DEC-14 16:49,34902435,"WESLEY","KITCHEN",11-MAR-90 00:00,"M","MULTIPLE GSWS",419251
35792,13-OCT-12 01:45,35842416,"MARCO","WILDER",22-MAR-81 00:00,"M","GSW CHEST. ",603875
12136,02-NOV-14 09:02,34722393,"JASON","LEVY",28-JAN-95 00:00,"M","GSW THIGH",424576
34460,15-NOV-12 17:55,35704170,"MIGUEL","REYES",08-FEB-97 00:00,"M","GSW TO LEG",479448
16788,02-JUL-14 16:32,35255880,"GABRIEL","STRUAGHTER",04-JUN-88 00:00,"M","GSW TO HEAD",561349
11820,15-NOV-14 23:00,35806086,"SAUL","MORRELL",11-FEB-96 00:00,"M","GSW TO HAND",606284
22860,30-NOV-13 02:03,35599542,"STEVE","HOBART",18-APR-92 00:00,"M","GSW TO THE ARM. ",388323
21100,24-FEB-14 19:44,35709363,"PEDRO","PEREZ-CORAL",02-JAN-94 00:00,"M","MULT GSWS",327111
38876,01-AUG-12 01:12,35709363,"PEDRO","PEREZ-CORAL",02-JAN-94 00:00,"M","GSW TO LEG",400038
15720,27-JUL-14 19:34,34146024,"PABLO","HOBBS",25-MAR-99 00:00,"M","ONE GSW TO THE BUTTOCK",404267
24476,23-SEP-13 14:40,33773352,"JAROSLAW","SANDOKA",18-JUL-90 00:00,"M","GSW TO HAND",351060
26504,05-AUG-13 15:25,33985077,"MAURICE","SPIVEY",27-JAN-77 00:00,"M","GSW TO ABDOMEN",485229
33112,26-DEC-12 01:18,33524436,"JUAN","ROSS",14-MAY-91 00:00,"M","MULTIPLE GSWS",336050
23108,17-NOV-13 04:04,33524436,"JUAN","ROSS",14-MAY-91 00:00,"M","MULT GSWS",574132
30028,06-MAY-13 19:46,34113612,"MONTGOMERY ","AMJAHDI",27-FEB-96 00:00,"M","MULT GSWS",475287
35024,29-OCT-12 13:19,35293665,"KYLE","NEWMAN",15-NOV-91 00:00,"M","GSW TO HEAD",411102
30608,14-APR-13 22:04,33903795,"EDITH","OWENS",23-APR-95 00:00,"M","GSW TO NECK",553401
18328,26-MAY-14 00:57,34275054,"WAYNE","SMITH",16-SEP-88 00:00,"M","GSW TO CHEST",543630
13796,20-SEP-14 02:42,34752813,"ISIDRO","BAYANMUNKH",09-DEC-92 00:00,"M","MULTIPLE GSWS",444810
38260,13-AUG-12 20:25,33601911," MICHAEL","SZATKO",28-FEB-86 00:00,"M","GSW LEG",365909
11180,12-DEC-14 19:03,33601911," MICHAEL","SZATKO",28-FEB-86 00:00,"M","MULT GSWS",471630
24668,19-SEP-13 19:00,34380246,"MIGUEL","SCOTT",16-SEP-85 00:00,"M","GSW STOMACH",604486
23792,20-OCT-13 22:52,33472845,"ALEX","SORDYL",01-JUL-81 00:00,"M","GRAZE WOULD TO THE ELBOW. ",571220
15832,24-JUL-14 20:23,36062241,"THADEUS","MILTON ",28-NOV-96 00:00,"M","GSW TO CHEST",564599
5428,26-JUN-15 14:04,34721481,"BRIAN","JONES ",24-JAN-94 00:00,"M","GSW TO ABDOMEN",504047
16232,14-JUL-14 00:43,35797455,"KING","LOFTON",20-SEP-57 00:00,"M","GSW",468255
31480,07-MAR-13 16:34,33840159,"DARRYL","CHANDLER",30-APR-95 00:00,"M","GSW TO LEG",626687
21420,31-JAN-14 22:32,34639659,"TERHAN","SHEPPARD",30-SEP-86 00:00,"M","GSW TO ARM",536751
20928,07-MAR-14 01:16,34695630,"JOSEPH","COLE",05-JUN-81 00:00,"M","GSW HIP",494322
30932,03-APR-13 19:52,35718840,"PAUL","BROWN",24-NOV-79 00:00,"M","MULTIPLE GSWS",348343
27860,03-JUL-13 13:16,34676679,"DAVID","PELISSNER",11-JUL-87 00:00,"M","FATAL GSW TO THE BODY",612734
11640,19-NOV-14 09:00,35589933,"JOSE","KOPEC",20-SEP-77 00:00,"M","GSW TO BUTTOCKS",548471
32412,18-JAN-13 12:37,35703174,"STEPHAN","VILLEGAS",20-JUN-90 00:00,"M","GSW TO ARM",444603
37948,19-AUG-12 10:55,34153245,"TVARRIS","PITTS",05-OCT-92 00:00,"M","MULTIPLE GSWS",485622
19156,04-MAY-14 07:15,35108580,"REGINALD","RUSSELL",07-MAR-84 00:00,"M","FATAL GSW CHEST",435896
34064,26-NOV-12 03:15,35302656,"MARIO","GARCIA",22-JUL-88 00:00,"M","GSW TO HEAD",422515
26340,09-AUG-13 23:32,34444722,"MIIQUEL","THOMAS",03-JAN-89 00:00,"M","GSW TO LEG",437937
33196,23-DEC-12 02:18,34274436,"RAFEAL","JONES",16-FEB-95 00:00,"M","GSW HEAD",625368
40348,04-JUL-12 14:30,35307759,"JAMES","JACKSON",26-JUN-88 00:00,"M","GSW TO LEG",571700
30808,08-APR-13 20:16,34780005,"BYRON","STEWART",13-JUL-79 00:00,"M","GSW TO FACE",360792
28296,23-JUN-13 03:02,33777378,"JONATHON","BOWMAN",06-OCT-89 00:00,"M","GSW TO ARM",500156
18860,11-MAY-14 17:59,35222094,"SEMAJ","LAMONTE",27-MAR-94 00:00,"M","GSW LOWER BACK",480700
23212,12-NOV-13 23:36,34174056,"GERALD","SHERMAN",04-MAY-92 00:00,"M","GSW TO THE CHEST. ",610605
17816,05-JUN-14 19:12,34411077,"KEITH","DEMANT",29-MAR-90 00:00,"M","MULTIPLE GSWS",591815
39416,21-JUL-12 02:45,35447544,"KRZYSZTOF","HERSHEY",04-APR-91 00:00,"M","MULT GSWS",546260
12360,26-OCT-14 09:06,35599710,"JASON","SIMMONS",16-JUN-89 00:00,"M","SHOT IN RIGHT JAW",486566
14764,21-AUG-14 23:33,33345174,"BRIONE","LENOIR",18-JUL-61 00:00,"M","FATAL MULTIPLE GSWS",473689
8288,11-APR-15 01:33,33839445,"MILTON","BAKKE",01-DEC-89 00:00,"M","GSW TO ARM",426073
9452,03-MAR-15 14:11,34515837,"MICHAEL","WRIGHT",02-MAY-67 00:00,"M","GSW TO SHOULDER",626872
6040,10-JUN-15 04:45,35443305,"JOSE","MASON",11-DEC-88 00:00,"M","MULTIPLE GSWS",553712
19732,19-APR-14 17:24,35536872,"DEANDRE","FRANKLINDAVID",04-MAR-97 00:00,"M","MULT GSWS",513571
39348,22-JUL-12 03:15,33637107,"JOHN","JONES",18-OCT-90 00:00,"M","MULTIPLE GSWS",547299
26408,07-AUG-13 19:17,35832135,"TEANDRE","DATES",21-AUG-73 00:00,"M","MULTIPLE GSWS",536093
27584,08-JUL-13 21:02,35399307,"ANTONIO","KARAN",07-JAN-95 00:00,"M","GSW TO HAND",374619
24544,21-SEP-13 18:10,35520441,"MALIK","BUSH",31-DEC-90 00:00,"M","GSW TO BACK",387927
36140,30-SEP-12 03:50,34477104,"DEOMTRAE","GARCIA",10-SEP-77 00:00,"M","MULT GSWS",565730
22004,30-DEC-13 02:41,35639151,"ANTWON","INTAKE",14-OCT-89 00:00,"M","GSW TO RIGHT BUTTOCK",394191
15868,23-JUL-14 21:01,34305702,"GRANT","HARRIS",17-MAR-98 00:00,"M","GSW ARM",517477
10004,24-JAN-15 02:00,35940057,"EUGENE","CRUZ",21-MAR-94 00:00,"M","GSW TO LEG",606502
35608,15-OCT-12 19:45,34442814,"FRANKEY","LOTT",14-APR-94 00:00,"M","GSW TO LEG",448286
25524,25-AUG-13 23:37,35499387,"BRANDON","GUERRERO",21-MAR-85 00:00,"M","GSW NECK",535938
38700,04-AUG-12 17:35,35980551,"JONATHAN","WILSON",11-JAN-92 00:00,"M","GSW TO HIP",506606
16020,20-JUL-14 03:10,33848601,"DARYL","PAYTON",28-OCT-88 00:00,"M","MULT GSWS",484259
8684,28-MAR-15 01:22,33637473,"JESUS","PATTERSON ",17-FEB-78 00:00,"M","GSW TO ABDOMEN",488098
34384,17-NOV-12 04:03,35541051,"RASHEED","PAYNE",31-AUG-95 00:00,"M","ONE GSW TO LEFT THIGH",347446
10700,23-DEC-14 20:38,35553447,"ANGEL","BACULIMA",02-MAY-80 00:00,"M","MULT GSWS",342240
11100,13-DEC-14 23:27,34989762,"REGINALD","MCGROUGHN",20-SEP-92 00:00,"M","GSW CALF",436842
27992,30-JUN-13 03:03,34800963,"DANNY","GAVIN",04-DEC-87 00:00,"M","GSW TO ARM",640850
33340,16-DEC-12 10:35,35816547,"JOHN","GRIFFIN",19-JAN-91 00:00,"M","MULTIPLE GSWS",389789
25336,01-SEP-13 00:23,35402790,"JOSE","JENNINGS",28-DEC-92 00:00,"M","GSW TO LEG",525323
14576,25-AUG-14 00:44,34391655,"ALAN","ASKEW",27-JAN-92 00:00,"M","GSW TO GROIN",641280
30464,20-APR-13 16:10,34429926,"RODERICK","VAUGHN",27-MAR-85 00:00,"M","MULT GSWS AND MULT CUTS TO HANDS",468300
10048,23-JAN-15 16:44,35279406,"LEONEL","SNEED",10-MAY-97 00:00,"M","GSW TO LEG",448831
19152,04-MAY-14 03:10,35974692,"JOHNATHAN","WEHELIE",02-JUN-91 00:00,"M","ONE GSW LODGED TO THE HEAD",633121
40304,04-JUL-12 23:22,34225326,"JAVIER","BELLMON",14-FEB-85 00:00,"M","MULT GSWS",472664
25272,02-SEP-13 17:32,35315103,"MUFLEH","BROWN",23-DEC-88 00:00,"M","GRAZED TO THE BACK, REFUSED MEDICAL",606564
27596,08-JUL-13 15:12,33786471,"AURELIO","FLORES",05-APR-92 00:00,"M","MULTIPLE GSWS",358095
6360,31-MAY-15 23:47,35987850,"ELZIE","PAYNE",04-AUG-96 00:00,"M","GSW TO ARM",484785
25344,31-AUG-13 11:19,34359357,"SAMUEL","CORTES",06-SEP-80 00:00,"M","FATAL GSW TO HEAD",371364
7644,29-APR-15 11:59,35176089,"JEFFREY","ALLEN",09-DEC-89 00:00,"M","FATAL GSW TO BACK",320337
25988,15-AUG-13 22:38,34750257,"RICHARD","QUITO",25-SEP-94 00:00,"M","T/T GSW TO ABDOMEN",416779
22848,30-NOV-13 20:00,34885059,"JULIAN","AL DIM",28-NOV-99 00:00,"M","GSW TO LEG",408375
40100,07-JUL-12 23:12,34976385,"JOSHUA","LUTTRELL",29-JAN-85 00:00,"M","GSW TO LEG AND HAND",345620
12956,07-OCT-14 21:14,33430395,"PARIS","HARRIS",09-JUN-92 00:00,"M","GSW TO BUTTOCKS",483133
22064,29-DEC-13 01:01,35936403,"MARCHELLO","MORRIS",17-SEP-71 00:00,"M","GSW TO ARM",368453
31112,26-MAR-13 23:08,36054453,"DERIUS","MOORE",19-APR-88 00:00,"M","GSW TO LEG",637361
34508,14-NOV-12 18:10,34893231,"ROBERT","HALE",12-APR-94 00:00,"M","GSW TO THE NECK",557049
31412,12-MAR-13 14:41,35261868,"MICHAEL","ESTABAN-CANTURAN",30-MAR-86 00:00,"M","GSW TO THE CHEST",563499
20840,11-MAR-14 01:05,35054151,"CHRISTOPHER","HESTER",07-JAN-95 00:00,"M","GSW HEAD",637331
10788,21-DEC-14 12:10,35865057,"JASON","SILVA",08-SEP-95 00:00,"M","GSW TO ARM",473132
23712,26-OCT-13 03:07,34570524,"DERRICK","REED",17-DEC-95 00:00,"M","GSWS TO RIGHT FLANK AND LEFT HAND",424994
18276,26-MAY-14 18:11,34845408,"CHRISTOPHER","MOORE",18-APR-97 00:00,"M","GSW TO FOOT",492247
30988,31-MAR-13 02:30,35615211,"ROBERT","DIMAS",07-NOV-89 00:00,"M","GSW TO LEG",351820
9672,15-FEB-15 03:20,35615211,"ROBERT","DIMAS",07-NOV-89 00:00,"M","MULT GSWS",383983
38276,12-AUG-12 23:29,34160820,"KEVIN","WEDDINGTON ",02-OCT-92 00:00,"M","GSW TO SIDE",465105
19268,01-MAY-14 18:25,35055246,"ORLANDO","CHANTHABOURY",27-SEP-86 00:00,"M","MULT GSWS",343993
5616,21-JUN-15 14:10,35145966,"ANTWAN","FLOWERS",22-FEB-94 00:00,"M","GSW TO HIP",566849
30476,20-APR-13 13:24,34527192,"MARVEL","GILL",24-APR-84 00:00,"M","MULT GSWS",345454
33360,14-DEC-12 21:01,34165314,"ALVIN","WINDHAM",01-APR-82 00:00,"M","GSW TO BACK",428144
28404,21-JUN-13 13:32,33768312,"WESLEY","GORE",11-MAR-82 00:00,"M","MULT GSWS",549426
34896,02-NOV-12 06:00,35289423,"FRANKY","CARDOVA",29-APR-73 00:00,"M","GSW LEFT SHOULDER",490514
6076,09-JUN-15 14:57,33454152,"DARIUS","TRIMBLE",16-MAR-96 00:00,"M","GSW TO ARM",421002
37532,26-AUG-12 05:43,34360905,"DANIEL","REED",11-AUG-88 00:00,"M","GSW TO THE LEFT WRIST ",426005
31368,14-MAR-13 17:46,35737875,"HENRY","HARRIS",01-APR-64 00:00,"M","MULT GSWS",505636
24712,15-SEP-13 23:07,35211546,"JOAQUIN","HARRISON",12-MAR-82 00:00,"M","GSW TO HEAD",637206
28152,26-JUN-13 18:51,36064599,"ALFRED","WATSON",05-APR-95 00:00,"M","MULTIPLE GSWS",402448
12632,19-OCT-14 01:58,34209846,"CLARENCE","MILTON",12-JUN-82 00:00,"M","GRAZEWOUND TO THE RIGHT SIDE OF FOREHEAD",320629
28492,19-JUN-13 12:20,35594079,"TONY","SIMMONS",08-DEC-89 00:00,"M","GSW TO FOREARM",499252
9244,10-MAR-15 18:40,34730604,"ELLIOT","PINEDA",18-JUN-97 00:00,"M","GSW TO HEAD",426160
25168,04-SEP-13 19:46,33722106,"IRBAZ","KYLES",18-SEP-97 00:00,"M","FATAL MULT GSWS",486412
33552,08-DEC-12 02:40,36029724,"KEVIN","GUIDER",26-JUN-79 00:00,"M","MULT GSWS",453303
12584,21-OCT-14 13:50,34471887,"ADAM","PETERSON",21-NOV-88 00:00,"M","GSW TO BUTTOCKS",418911
40436,02-JUL-12 19:35,34622427,"JOHNATHAN","PLUMMER",23-DEC-92 00:00,"M","MULTIPLE GSWS",560102
22364,19-DEC-13 17:16,33513693,"TOMASZ","BURFORD",05-MAR-94 00:00,"M","GSW'S TO THE STOMACH AND LEG",377447
30132,01-MAY-13 18:41,33484995,"SYED","HURTADO",26-AUG-87 00:00,"M","GSW TO LEG",323523
22992,23-NOV-13 05:17,33874752,"JOSEPH","MARTINEZ",22-SEP-92 00:00,"M","ONE GSW TO THE L/FOOT",353831
8404,05-APR-15 02:00,35903721,"JORDAN","FIELDS",21-MAY-84 00:00,"M","GSW TO ARM",341873
14184,06-SEP-14 02:10,34587837,"DARRYL","ROBINSON",27-AUG-77 00:00,"M","GSW TO BUTTOCKS",605073
24592,21-SEP-13 01:15,33421542,"LOUIS","GUYTON",18-AUG-94 00:00,"M","MULT GSWS",621451
16160,17-JUL-14 13:05,33833628,"JEFFERY","STARR",06-NOV-96 00:00,"M","GSW RIGHT THUMB",607580
23092,18-NOV-13 18:30,34881963,"LEROY","LEE",06-DEC-84 00:00,"M","GSW TO LEFT HAND",375892
34924,01-NOV-12 12:17,35501427,"BERNARD","THOMAS",09-FEB-89 00:00,"M","GSW TO BUTTOCK",337373
37424,29-AUG-12 01:56,33830583,"TRAVI","TERRELL",05-JAN-74 00:00,"M","GSW TO LEG",352548
15004,16-AUG-14 03:06,35264115,"DONNELL","GORDON",09-OCT-81 00:00,"M","GSW NECK",636995
29280,31-MAY-13 18:30,33850593,"WILLIAM","LOFTON",29-NOV-94 00:00,"M","MULT GSWS",521328
23352,06-NOV-13 01:07,33972384,"SHAQUIELLE","CHANCOSO-SANCHEZ",21-SEP-87 00:00,"M","GSW TO BACK",609833
40060,08-JUL-12 21:39,36015834,"RAMON","MARZELL",19-OCT-95 00:00,"M","GSW TO THE LEG",562819
26952,26-JUL-13 23:27,33453900,"JOSE","SANCHEZ",11-DEC-91 00:00,"M","MULT GSWS",468412
23072,19-NOV-13 16:30,35530614,"TRISTAN","OBRYAN",01-AUG-84 00:00,"M","GSW TO UPPER BACK",549471
26752,31-JUL-13 01:30,35734575,"JIMMIE","TAYLOR",04-JUL-87 00:00,"M","GSW TO FOOT",525449
